web_scraper_order,web_scraper_start_url,price,description,sku,name,data,data2,brand,data3,data4,data5,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,data18,data19,data20,data21,data22,data23,image
"1778256957-178","https://www.infinit.com.uy/catalogo/pc/infinit/","1.469","Garantía: 3 AÑOS / NUEVO","NG37-MON1","PC Gamer AMD Ryzen 5 8500G (6 Núcleos) - RAM 32Gb - Ssd 1Tb - Monitor 24"" 100Hz - Wifi/Bt Combo Accesorios Windows","","","AMD","","1.383","USD","Cód.","","",",00","Comprar","","","Antes","USD","Ahora","IVA inc.","En stock","En stock","","",",00","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos1_17970.jpg"
"1778256957-179","https://www.infinit.com.uy/catalogo/pc/infinit/","1.487","Garantía: 3 AÑOS / NUEVO","NG074","PC Gamer AMD Ryzen 7 5700G RAM 32Gb Ddr4 Ssd Nvme 1Tb 2 Monitores 27"" 100Hz Wifi Bt Teclado Mouse Auricular MousePad W11","","","AMD","","1.455","USD","Cód.","","",",00","Comprar","","","Antes","USD","Ahora","IVA inc.","En stock","En stock","","",",00","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_37853.jpg"
"1778256957-180","https://www.infinit.com.uy/catalogo/pc/infinit/","1.489","Garantía: 3 AÑOS / NUEVO","INTNG50","PC Gamer INTEL Core i5 14400F 16Gb Ddr5 Ssd Nvme 1Tb Video Nvidia Rtx 3050 6Gb Gddr6 Wifi Bt W11 3 Años Garantía","","","INTEL","","1.401","USD","Cód.","","Consultar",",00","","","","Antes","USD","Ahora","IVA inc.","Agotado","Agotado","","",",00","","","https://www.infinit.com.uy/imgs/productos/productos3_26795.jpg"
"1778256957-181","https://www.infinit.com.uy/catalogo/pc/infinit/","1.494","Garantía: 1 AÑO / NUEVO","NOT2819","Notebook ASUS Zenbook 14 OLED (UM3406HA) Amd Ryzen 7 8840HS - 16Gb - 1Tb - Pantalla 14"" Full HD+","-2%","NEGRO","ASUS","2","1.529","USD","Cód.","14""","",",00","Comprar","","","Antes","USD","Ahora","IVA inc.","En stock","En stock","Color","Medida",",00","Cantidad","%","https://www.infinit.com.uy/imgs/productos/productos3_34842.jpg"
"1778256957-182","https://www.infinit.com.uy/catalogo/pc/infinit/","1.498","Garantía: 1 AÑO / NUEVO","UX3407QAQD288W","Notebook ASUS Zenbook 14 UX3407QA Intel Qualcomm Snapdragon X1 (8 Nucleos) - 32Gb - 1Tb - Pantalla 14 Oled - W11","-5%","BEIGE","ASUS","5","1.581","USD","Cód.","14""","",",00","Comprar","","","Antes","USD","Ahora","IVA inc.","En stock","En stock","Color","Medida",",00","Cantidad","%","https://www.infinit.com.uy/imgs/productos/productos3_40991.jpg"
"1778256957-183","https://www.infinit.com.uy/catalogo/pc/infinit/","1.499","Reacondicionado. Año 2021.","PRV-EQU2046","Equipo All in One Apple iMac M1 8-core 8GB 256GB SSD 24"" 4.5K Español","","","APPLE","","0","USD","Cód.","","",",10","Comprar","","Nuevo","Antes","USD","Precio","IVA inc.","En stock","En stock","","",",00","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_41113.jpg"
"1778256957-184","https://www.infinit.com.uy/catalogo/pc/infinit/","1.507","Garantía: 3 AÑOS / NUEVO","NG1","PC Gamer AMD Ryzen 5 5500 (6 Núcleos) - Rtx 3060 12Gb - RAM 16Gb - Ssd 1Tb - Wifi/Bt Windows 11 Pro","-1%","","AMD","1","1.522","USD","Cód.","","",",00","Comprar","","","Antes","USD","Ahora","IVA inc.","En stock","En stock","","",",00","Cantidad","%","https://www.infinit.com.uy/imgs/productos/productos3_27201.jpg"
"1778256957-185","https://www.infinit.com.uy/catalogo/pc/infinit/","1.531","Garantía: 3 AÑOS / NUEVO","GINT-MON2","PC Gamer INTEL Core i3 13100F - Rtx 3050 6Gb - RAM 16Gb - Ssd 1Tb - Monitor 24 - Wifi/Bt - Accesorios - Windows","","","INTEL","","1.471","USD","Cód.","","",",00","Comprar","","","Antes","USD","Ahora","IVA inc.","En stock","En stock","","",",00","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_26916.jpg"
"1778256957-186","https://www.infinit.com.uy/catalogo/pc/infinit/","1.535","Garantía: 3 AÑOS / NUEVO","NG75","PC Gamer AMD Ryzen 7 8700G (8 Núcleos) RAM 32Gb - Ssd 1Tb - Wifi/Bt - Video Radeom 780m - Win11 Pro","","","AMD","","1.414","USD","Cód.","","",",00","Comprar","","","Antes","USD","Ahora","IVA inc.","En stock","En stock","","",",00","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_17942.jpg"
"1778256957-187","https://www.infinit.com.uy/catalogo/pc/infinit/","1.538","Garantía: 3 AÑOS / NUEVO","NG39-MON1","PC Gamer AMD Ryzen 5 8600G (6 Núcleos) - RAM 32Gb - Ssd 1Tb - Monitor 24"" 100Hz - Wifi/Bt Combo Accesorios Windows","","","AMD","","1.427","USD","Cód.","","",",00","Comprar","","","Antes","USD","Ahora","IVA inc.","En stock","En stock","","",",00","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_38592.jpg"
"1778256957-188","https://www.infinit.com.uy/catalogo/pc/infinit/","1.570","Garantía: 3 AÑOS / NUEVO","NG051-RX580-MON24","PC Gamer AMD Ryzen 7 5700G (8 Núcleos) - Video RX580 8Gb - RAM 32Gb - Ssd 1Tb - Monitor 24"" 100Hz - Wifi/Bt - Accesorios","","","AMD","","1.415","USD","Cód.","","",",00","Comprar","","","Antes","USD","Ahora","IVA inc.","En stock","En stock","","",",00","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_22785.jpg"
"1778256957-189","https://www.infinit.com.uy/catalogo/pc/infinit/","1.590","Garantía: 3 AÑOS / NUEVO","NG051-RX580-MON27","PC Gamer AMD Ryzen 7 5700G (8 Núcleos) - Video RX580 8Gb - RAM 32Gb - Ssd 1Tb - Monitor 27"" 100Hz - Wifi/Bt - Accesorios","","","AMD","","1.533","USD","Cód.","","",",00","Comprar","","","Antes","USD","Ahora","IVA inc.","En stock","En stock","","",",00","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_38797.jpg"
"1778256957-190","https://www.infinit.com.uy/catalogo/pc/infinit/","1.609","Garantía: 3 AÑOS / NUEVO","INTEL302","PC Gamer Intel Core i7 13700f 13va Gen Rtx 3050 8Gb 16Gb Ddr4 1Tb Wifi Windows 11 64bit Español","","","INTEL","","1.614","USD","Cód.","","",",00","Comprar","Destacado","","Antes","USD","Ahora","IVA inc.","En stock","En stock","","",",00","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_26808.jpg"
"1778256957-191","https://www.infinit.com.uy/catalogo/pc/infinit/","1.624","Garantía: 3 AÑOS / NUEVO","INTNG3","PC Gamer Intel Core i5 12400f Video Rtx 3060 12Gb Ram 16Gb Ddr4 Ssd Nvme 1Tb Dp Hdmi Wifi W11","-2%","NEGRO","INTEL","2","1.659","USD","Cód.","","",",00","Comprar","","","Antes","USD","Ahora","IVA inc.","En stock","En stock","","Color",",00","Cantidad","%","https://www.infinit.com.uy/imgs/productos/productos3_21527.jpg"
"1778256957-192","https://www.infinit.com.uy/catalogo/pc/infinit/","1.630","Garantía: 3 AÑOS / NUEVO","INTNG17","PC Gamer Intel Core i5 13400f Video Rtx 3060 12Gb Ram 16Gb Ddr4 Ssd Nvme 1Tb Dp Hdmi Wifi Bt Windows 11 64bit","-3%","","INTEL","3","1.679","USD","Cód.","","",",00","Comprar","","","Antes","USD","Ahora","IVA inc.","En stock","En stock","","",",00","Cantidad","%","https://www.infinit.com.uy/imgs/productos/productos3_26489.jpg"
"1778256957-193","https://www.infinit.com.uy/catalogo/pc/infinit/","1.646","Garantía: 1 AÑO / NUEVO","KITNA3607RP064W","Notebook ASUS Vivobook S16 Ryzen 9 270 - 32Gb - Ssd 1Tb - Pantalla 16"" Wuxga 144hz - W11","-3%","GRIS","ASUS","3","1.693","USD","Cód.","16""","",",00","Comprar","","","Antes","USD","Ahora","IVA inc.","En stock","En stock","Color","Medida",",00","Cantidad","%","https://www.infinit.com.uy/imgs/productos/productos3_39253.jpg"
"1778256957-194","https://www.infinit.com.uy/catalogo/pc/infinit/","1.649","Garantía: 3 AÑOS / NUEVO","NG019","PC Gamer AMD Ryzen 5 5600XT Video Rtx 3060 12Gb RAM 16Gb Ddr4 Ssd Nvme 1Tb Wifi Bluetooth Windows 11 64bit","","","AMD","","1.577","USD","Cód.","","",",00","Comprar","","","Antes","USD","Ahora","IVA inc.","En stock","En stock","","",",00","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_23962.jpg"
"1778256957-195","https://www.infinit.com.uy/catalogo/pc/infinit/","1.651","Garantía: 3 AÑOS / NUEVO","21SU000YLM","Notebook LENOVO Thinkpad E16 Amd Ryzen 5 220 (6 Nucleos) - 16Gb - 512Gb - Pantalla 16 Wuxga - W11 Pro","","NEGRO","LENOVO","","0","USD","Cód.","16""","",",00","Comprar","","","Antes","USD","Precio","IVA inc.","En stock","En stock","Color","Medida",",00","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_40869.jpg"
"1778256957-196","https://www.infinit.com.uy/catalogo/pc/infinit/","1.671","Garantía: 3 AÑOS / NUEVO","NG028","PC Gamer AMD Ryzen 5 5600XT Video Rtx 3070 8Gb RAM 16Gb Ddr4 Ssd Nvme 1Tb Wifi Bluetooth Windows 11 64bit","","","AMD","","1.672","USD","Cód.","","",",00","Comprar","Destacado","","Antes","USD","Ahora","IVA inc.","En stock","En stock","","",",00","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_31239.jpg"
"1778256957-197","https://www.infinit.com.uy/catalogo/pc/infinit/","1.676","Garantía: 3 AÑOS / NUEVO","PCAMD5600X-1","PC Gamer AMD Ryzen 5 5600x (6 Núcleos) - Rtx 5060 8Gb - RAM 16Gb - Ssd 1Tb - Windows 10 u 11 Pro","","NEGRO","AMD","","1.682","USD","Cód.","","",",00","Comprar","","","Antes","USD","Ahora","IVA inc.","En stock","En stock","","Color",",00","Cantidad","","https://www.infinit.com.uy/productos/imgs/amd-ryzen-5600x-14209-3.jpg"
"1778256957-198","https://www.infinit.com.uy/catalogo/pc/infinit/","1.681","Garantía: 3 AÑOS / NUEVO","NG75-MON1","PC Gamer AMD Ryzen 7 8700G (8 Núcleos) - RAM 32Gb - Ssd 1Tb - Monitor 24"" 100Hz - Wifi/Bt Combo Accesorios Windows","","","AMD","","1.561","USD","Cód.","","",",00","Comprar","","","Antes","USD","Ahora","IVA inc.","En stock","En stock","","",",00","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos1_38600.jpg"
"1778256957-199","https://www.infinit.com.uy/catalogo/pc/infinit/","1.701","Garantía: 3 AÑOS / NUEVO","PCG-AMD41","Pc Gamer AMD Ryzen 5 7600 Am5 Ram 16Gb Ddr5 Nvme 1Tb Rtx 3050 8G Gddr6 Hdmi Dp Winndows 10 64bit","-1%","","AMD","1","1.714","USD","Cód.","","",",00","Comprar","Destacado","","Antes","USD","Ahora","IVA inc.","En stock","En stock","","",",00","Cantidad","%","https://www.infinit.com.uy/imgs/productos/productos3_19785.jpg"
"1778256957-200","https://www.infinit.com.uy/catalogo/pc/infinit/","1.709","Garantía: 1 AÑO / NUEVO","KITNOT312532G","Notebook HP Victus 15-FA2013DX Intel Core I5 13420H (8 Núcleos) - Rtx 3050 6Gb - 32Gb - 1Tb - Pantalla 15.6 Full HD","","GRIS OSCURO","HP","","1.665","USD","Cód.","15,6""","",",00","Comprar","","","Antes","USD","Ahora","IVA inc.","En stock","En stock","Color","Medida",",00","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_39164.jpg"
"1778256957-201","https://www.infinit.com.uy/catalogo/pc/infinit/","1.767","Garantía: 3 AÑOS / NUEVO","NG037","PC Gamer AMD Ryzen 7 5700x Video Rtx 3060 12Gb RAM 16Gb Ddr4 Ssd Nvme 1Tb Wifi Bluetooth Windows 11 64bit","","NEGRO","AMD","","1.768","USD","Cód.","","",",00","Comprar","","","Antes","USD","Ahora","IVA inc.","En stock","En stock","","Color",",00","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_27817.jpg"
"1778256957-202","https://www.infinit.com.uy/catalogo/pc/infinit/","1.768","Garantía: 3 AÑOS / NUEVO","NG048","PC Gamer AMD Ryzen 7 5700x Video Rtx 4060 8Gb RAM 16Gb Ddr4 Ssd Nvme 1Tb Wifi Bluetooth Windoes 11 64bit","-2%","","AMD","2","1.803","USD","Cód.","","",",00","Comprar","","","Antes","USD","Ahora","IVA inc.","En stock","En stock","","",",00","Cantidad","%","https://www.infinit.com.uy/imgs/productos/productos3_22779.jpg"
"1778256957-203","https://www.infinit.com.uy/catalogo/pc/infinit/","1.817","Garantía: 3 AÑOS / NUEVO","NG15","PC Gamer AMD Ryzen 5 7600x Ram 32Gb Ddr5 Ssd Nvme 1Tb Rtx 4060Ti 8Gb Gddr6 Wifi Windows 11 64bit Español","","NEGRO","AMD","","1.761","USD","Cód.","","",",00","Comprar","","","Antes","USD","Ahora","IVA inc.","En stock","En stock","","Color",",00","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_36076.jpg"
"1778256957-204","https://www.infinit.com.uy/catalogo/pc/infinit/","1.818","Garantía: 3 AÑOS / NUEVO","NG044","PC Gamer AMD Ryzen 7 7700 Video Rtx 3060 12Gb RAM 32Gb Ddr5 Ssd Nvme 1Tb Wifi Bluetooth Windows 11 64bit","-2%","NEGRO","AMD","2","1.853","USD","Cód.","","",",00","Comprar","","","Antes","USD","Ahora","IVA inc.","En stock","En stock","","Color",",00","Cantidad","%","https://www.infinit.com.uy/imgs/productos/productos3_22536.jpg"
"1778256957-205","https://www.infinit.com.uy/catalogo/pc/infinit/","1.832","Garantía: 3 AÑOS / NUEVO","GINT4","PC Gamer INTEL Core i5 14400F 14va - Rtx 3060 12Gb - RAM 16Gb - Ssd 1Tb - Wifi/Bt - Windows","","","INTEL","","1.717","USD","Cód.","","Consultar",",00","","","","Antes","USD","Ahora","IVA inc.","Agotado","Agotado","","",",00","","","https://www.infinit.com.uy/imgs/productos/productos3_13375.jpg"
"1778256957-206","https://www.infinit.com.uy/catalogo/pc/infinit/","1.834","Garantía: 3 AÑOS / NUEVO","INTNG51","PC Gamer INTEL Core i7 14700F - Video Rtx 3050 6Gb - RAM 16Gb - Ssd 1Tb - Wifi/Bluetooth - Windows 11 Pro Español","","","INTEL","","1.773","USD","Cód.","","",",00","Comprar","Destacado","","Antes","USD","Ahora","IVA inc.","En stock","En stock","","",",00","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_35262.jpg"
"1778256957-207","https://www.infinit.com.uy/catalogo/pc/infinit/","1.836","Garantía: 3 AÑOS / NUEVO","INTNG13","PC Gamer Intel Core i5 13400f Video Rtx 3060 12Gb Ram 32Gb Ddr4 Ssd Nvme 1Tb Dp Hdmi Wifi Bt Windows 11 64bit","-2%","","INTEL","2","1.872","USD","Cód.","","",",00","Comprar","","","Antes","USD","Ahora","IVA inc.","En stock","En stock","","",",00","Cantidad","%","https://www.infinit.com.uy/imgs/productos/productos3_26814.jpg"
"1778256957-208","https://www.infinit.com.uy/catalogo/pc/infinit/","1.853","Garantía: 1 AÑO / NUEVO","21MS00B3LM","Notebook LENOVO Thinkpad 16 G7 Intel Core Ultra 7 IML 155H (16 Core) - 16Gb - 1Tb - Pantalla 15.6 Wuxga - W11p","-6%","GRIS","LENOVO","6","1.971","USD","Cód.","15,6""","",",00","Comprar","","","Antes","USD","Ahora","IVA inc.","En stock","En stock","Color","Medida",",00","Cantidad","%","https://www.infinit.com.uy/imgs/productos/productos3_39438.jpg"
"1778256957-209","https://www.infinit.com.uy/catalogo/pc/infinit/","1.858","Garantía: 3 AÑOS / NUEVO","NG016","PC Gamer AMD Ryzen 5 5600XT Video Rtx 3050 6Gb RAM 32Gb Ddr4 Ssd Nvme 2Tb Wifi Bluetooth Windows 11 64bit","","","AMD","","1.794","USD","Cód.","","",",00","Comprar","","","Antes","USD","Ahora","IVA inc.","En stock","En stock","","",",00","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_14278.jpg"
"1778256957-210","https://www.infinit.com.uy/catalogo/pc/infinit/","1.864","Garantía: 3 AÑOS / NUEVO","NG052","PC Gamer AMD Ryzen 7 5700G RAM 64Gb Ddr4 Ssd Nvme 2Tb Video Rx Radeon 2Gb Hdmi Wifi Bt Windows 11 64bit","-1%","","AMD","1","1.879","USD","Cód.","","",",00","Comprar","","","Antes","USD","Ahora","IVA inc.","En stock","En stock","","",",00","Cantidad","%","https://www.infinit.com.uy/imgs/productos/productos3_36567.jpg"
"1778256957-211","https://www.infinit.com.uy/catalogo/pc/infinit/","1.884","Garantía: 3 AÑOS / NUEVO","INTNG36","PC Gamer INTEL Core i7 12700f Ram 16Gb Ddr4 Ssd Nvme 1Tb Rtx 3060 12Gb Gddr6 Dp Hdmi Wifi Win11 64bit Español","","NEGRO","INTEL","","1.664","USD","Cód.","","",",00","Comprar","Destacado","","Antes","USD","Ahora","IVA inc.","En stock","En stock","","Color",",00","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_34133.jpg"
"1778256957-212","https://www.infinit.com.uy/catalogo/pc/infinit/","1.886","Garantía: 3 AÑOS / NUEVO","INTEL303","PC Gamer Intel Core i7 13700f 13va Gen Rtx 3070 8Gb 16Gb Ddr4 1Tb Wifi Windows 11 64bit Español","","","INTEL","","1.891","USD","Cód.","","",",00","Comprar","Destacado","","Antes","USD","Ahora","IVA inc.","En stock","En stock","","",",00","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_27005.jpg"
"1778256957-213","https://www.infinit.com.uy/catalogo/pc/infinit/","1.896","Garantía: 3 AÑOS / NUEVO","NG022","PC Gamer AMD Ryzen 5 5600XT Video Rtx 4060 8Gb RAM 32Gb Ddr4 Ssd Nvme 1Tb Wifi Bluetooth Windows 11 64bit","","","AMD","","1.883","USD","Cód.","","",",00","Comprar","","","Antes","USD","Ahora","IVA inc.","En stock","En stock","","",",00","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_19452.jpg"
"1778256957-214","https://www.infinit.com.uy/catalogo/pc/infinit/","1.907","Garantía: 3 AÑOS / NUEVO","14OF","Equipo PC INTEL Core i9 14900 14va - 32Gb - Ssd 1Tb - Wifi/Bt - Windows 11 Pro - Teclado Mouse y Parlantes","","","INTEL","","1.827","USD","Cód.","","",",00","Comprar","","","Antes","USD","Ahora","IVA inc.","En stock","En stock","","",",00","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_27543.jpg"
"1778256957-215","https://www.infinit.com.uy/catalogo/pc/infinit/","1.910","Garantía: 3 AÑOS / NUEVO","GINT3","PC Gamer INTEL Core i5 14400F 14va - Rtx 3060 12Gb - RAM 16Gb - Ssd 1Tb - Wifi/Bt - Windows","","","INTEL","","1.795","USD","Cód.","","Consultar",",00","","","","Antes","USD","Ahora","IVA inc.","Agotado","Agotado","","",",00","","","https://www.infinit.com.uy/imgs/productos/productos3_20296.jpg"
"1778256957-216","https://www.infinit.com.uy/catalogo/pc/infinit/","1.914","Garantía: 3 AÑOS / NUEVO","INTNG48","PC Gamer INTEL Core i7 12700kf Ram 32Gb Ddr4 Ssd Nvme 1Tb Video Nvidia Rtx 4060 8Gb Gddr6 Wifi Bt W11 3 Años Gtia","","","INTEL","","1.826","USD","Cód.","","",",00","Comprar","Destacado","","Antes","USD","Ahora","IVA inc.","En stock","En stock","","",",00","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_16854.jpg"
"1778256957-217","https://www.infinit.com.uy/catalogo/pc/infinit/","1.920","Nuevo. Modelo MR7K3. Año 2023","PRV-NOT3074","Apple Macbook Pro M3 8+10, 8GB, 1TB SSD, 14.2'', Español","","","APPLE","","0","USD","Cód.","","",",77","Comprar","","","Antes","USD","Precio","IVA inc.","En stock","En stock","","",",00","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_40475.jpg"
"1778256957-218","https://www.infinit.com.uy/catalogo/pc/infinit/","1.921","Garantía: 3 AÑOS / NUEVO","GINT50","PC Gamer Intel Core i7 14700kf 14va (20 Núcleos) - Rtx 3050 8Gb - RAM 16Gb - Ssd 1Tb - Wifi/Bt - Windows 10 u 11 Pro","","","LENOVO","","1.840","USD","Cód.","","",",00","Comprar","","","Antes","USD","Ahora","IVA inc.","En stock","En stock","","",",00","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos1_20297.jpg"
"1778256957-219","https://www.infinit.com.uy/catalogo/pc/infinit/","1.987","Garantía: 3 AÑOS / NUEVO","INTEL21","PC Gamer Intel Core i7 10700kf 10ma Gen Z590 Ram 16Gb 3200Mhz Rgb Nvme 1Tb Rtx 3060Ti 8Gb Gddr6 Dp Hdmi Win10","","","INTEL","","1.987","USD","Cód.","","",",00","Comprar","Destacado","","Antes","USD","Precio","IVA inc.","En stock","En stock","","",",00","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_14494.jpg"
"1778256957-220","https://www.infinit.com.uy/catalogo/pc/infinit/","2.022","Garantía: 3 AÑOS / NUEVO","NG049","PC Gamer AMD Ryzen 7 5700x Video Rtx 4060 8Gb RAM 32Gb Ddr4 Ssd Nvme 1Tb Wifi Bluetooth Windoes 11 64bit","","","AMD","","1.863","USD","Cód.","","",",00","Comprar","","","Antes","USD","Ahora","IVA inc.","En stock","En stock","","",",00","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_36458.jpg"
"1778256957-221","https://www.infinit.com.uy/catalogo/pc/infinit/","2.025","Garantía: 3 AÑOS / NUEVO","INTNG5","PC Gamer Intel Core i7 13700f 13va Gen Rtx 3060 12Gb Ram 16Gb Ddr5 Ssd Nvme 1Tb Wifi Bluetooth W11 Pro","-2%","","INTEL","2","2.060","USD","Cód.","","",",00","Comprar","","","Antes","USD","Ahora","IVA inc.","En stock","En stock","","",",00","Cantidad","%","https://www.infinit.com.uy/imgs/productos/productos3_18176.jpg"
"1778256957-222","https://www.infinit.com.uy/catalogo/pc/infinit/","2.030","Garantía: 3 AÑOS / NUEVO","EQUINT6","PC Gamer INTEL Core i5 12400F (6 Núcleos) - Rtx 5060 8Gb - RAM 32Gb - 2Tb - Wifi/Bt - Windows 11 Pro","","","INTEL","","2.036","USD","Cód.","","",",00","Comprar","","","Antes","USD","Ahora","IVA inc.","En stock","En stock","","",",00","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_20688.jpg"
"1778256957-223","https://www.infinit.com.uy/catalogo/pc/infinit/","2.032","Garantía: 3 AÑOS / NUEVO","EQUAMD6","PC Gamer AMD Ryzen 5 9600x - Video RTX 5060 8Gb - RAM 16Gb - 1Tb - Wifi/BT - Win11 Pro Español","","","AMD","","2.038","USD","Cód.","","",",00","Comprar","","","Antes","USD","Ahora","IVA inc.","En stock","En stock","","",",00","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_23961.jpg"
"1778256957-224","https://www.infinit.com.uy/catalogo/pc/infinit/","2.056","Garantía: 3 AÑOS / NUEVO","NG043","PC Gamer AMD Ryzen 7 5800XT B550 Video Rtx 3060 12Gb RAM 32Gb Ddr4 Ssd Nvme 1Tb Wifi Bluetooth Windows 11 64bit","","NEGRO","AMD","","1.975","USD","Cód.","","",",00","Comprar","","","Antes","USD","Ahora","IVA inc.","En stock","En stock","","Color",",00","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_27025.jpg"
"1778256957-225","https://www.infinit.com.uy/catalogo/pc/infinit/","2.092","Garantía: 3 AÑOS / NUEVO","INTNG14","PC Gamer INTEL Core i7 12700kf Ram 16Gb Ddr4 Rgb Ssd Nvme 1Tb GeForce Rtx 3060 12Gb Gddr6 Wifi W11 64bit","","","INTEL","","1.894","USD","Cód.","","",",00","Comprar","","","Antes","USD","Ahora","IVA inc.","En stock","En stock","","",",00","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_21891.jpg"
"1778256957-226","https://www.infinit.com.uy/catalogo/pc/infinit/","2.103","Garantía: 1 AÑO / NUEVO","83CV000KLM","Notebook LENOVO Yoga Slim 7 14IMH9 Intel Core Ultra 5 125H (14 Core) - 16Gb - 1Tb - Pantalla 14 Wuxga Oled - W11p","","GRIS","LENOVO","","0","USD","Cód.","14""","",",00","Comprar","","","Antes","USD","Precio","IVA inc.","En stock","En stock","Color","Medida",",00","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_39431.jpg"
"1778256957-227","https://www.infinit.com.uy/catalogo/pc/infinit/","2.108","Garantía: 3 AÑOS / NUEVO","INTNG2","PC Gamer Intel Core i5 12400f Video Rtx 3060 12Gb Ram 32Gb Ddr4 Ssd Nvme 2Tb Dp Hdmi Wifi Bluetooth W11","","NEGRO","INTEL","","1.963","USD","Cód.","","",",00","Comprar","Destacado","","Antes","USD","Ahora","IVA inc.","En stock","En stock","","Color",",00","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_21146.jpg"
"1778256957-228","https://www.infinit.com.uy/catalogo/pc/infinit/","2.122","Garantía: 3 AÑOS / NUEVO","NG025","PC Gamer AMD Ryzen 5 5600XT Video Rtx 3070 8Gb RAM 32Gb Ddr4 Ssd Nvme 2Tb Wifi Bluetooth Windows 11 64bit","","","AMD","","2.123","USD","Cód.","","",",00","Comprar","","","Antes","USD","Ahora","IVA inc.","En stock","En stock","","",",00","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_23814.jpg"
"1778256957-229","https://www.infinit.com.uy/catalogo/pc/infinit/","2.124","Garantía: 3 AÑOS / NUEVO","INTNG22","PC Gamer Intel Core i7 14700f Ram 16Gb Ddr5 Nvme 1Tb Rtx 3060 12Gb Gddr6 Dp Hdmi Wifi Win11 64bit Español","","","INTEL","","2.130","USD","Cód.","","",",00","Comprar","","","Antes","USD","Ahora","IVA inc.","En stock","En stock","","",",00","Cantidad","","https://www.infinit.com.uy/productos/imgs/14700f-23879-3.jpg"
"1778256957-230","https://www.infinit.com.uy/catalogo/pc/infinit/","2.171","Garantía: 3 AÑOS / NUEVO","INTEL46","PC Gamer Intel Core i9 12900k Ram 16Gb Ddr4 3200Mhz Rgb Nvme 500Gb Rtx 3060 12Gb Gddr6 Hdmi Wifi Windows 10 64bit","","","INTEL","","2.071","USD","Cód.","","",",00","Comprar","Destacado","","Antes","USD","Ahora","IVA inc.","En stock","En stock","","",",00","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_21896.jpg"
"1778256957-231","https://www.infinit.com.uy/catalogo/pc/infinit/","2.196","Garantía: 3 AÑOS / NUEVO","INTNG43","PC Gamer INTEL Core i7 14700F 16Gb 5600mhz Ddr5 Ssd Nvme 1Tb Video Nvidia Rtx 3060 12Gb Gddr6 Wifi Bt W11 3 Años Gtia","","","INTEL","","2.202","USD","Cód.","","",",00","Comprar","","","Antes","USD","Ahora","IVA inc.","En stock","En stock","","",",00","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_35127.jpg"
"1778256957-232","https://www.infinit.com.uy/catalogo/pc/infinit/","2.206","Garantía: 3 AÑOS / NUEVO","INTNG10","PC Gamer Intel Core i7 14700f 32Gb 3200mhz Ssd Nvme 1Tb Video Nvidia Rtx 4060 8Gb Gddr6 Wifi W11","-2%","","INTEL","2","2.241","USD","Cód.","","",",00","Comprar","Destacado","","Antes","USD","Ahora","IVA inc.","En stock","En stock","","",",00","Cantidad","%","https://www.infinit.com.uy/imgs/productos/productos3_21892.jpg"
