web_scraper_order,web_scraper_start_url,price,description,sku,name,data,data2,data3,brand,data4,data5,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,data18,data19,data20,data21,data22,data23,image
"1778255771-1","https://www.infinit.com.uy/catalogo/gamer/infinit/","4","Garantía: 20 DIAS/NUEVO","MPAMP810","MousePad ACER Nitro Amp810","-56%","NEGRO","56","ACER","9",",00","USD","Cód.","","","Color","Comprar","","","Antes","USD",",00","Ahora","IVA inc.","En stock","En stock","","Cantidad","%","https://www.infinit.com.uy/imgs/productos/productos1_30012.jpg"
"1778255771-2","https://www.infinit.com.uy/catalogo/gamer/infinit/","6","Garantía: 3 MESES / NUEVO","SHOT8236","Teclado Shot Gaming Shot8236 Home And Office Usb 105 Teclas Español Negra","","NEGRO","","SHOT GAMING","0",",00","USD","Cód.","","","Color","Comprar","","","Antes","USD",",00","Precio","IVA inc.","En stock","En stock","","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_29611.jpg"
"1778255771-3","https://www.infinit.com.uy/catalogo/gamer/infinit/","320","Garantía: 5 DIAS / NUEVO","LD301","Tira Led Raidmax LD301 Gluhen Rgb 30cm 18 Leds Con Control Remoto","-1%","NEGRO","1","RAIDMAX","323",",00","$U","Cód.","","","Color","Comprar","Destacado","","Antes","$U",",20","Ahora","IVA inc.","En stock","En stock","","Cantidad","%","https://www.infinit.com.uy/imgs/productos/productos3_8337.jpg"
"1778255771-4","https://www.infinit.com.uy/catalogo/gamer/infinit/","8","Garantía: 1 AÑO / NUEVO","MPPRGB","Mouse Gamer PERSEO Perses Rgb 4000dpi 6 Botones","-20%","","20","PERSEO","10",",00","USD","Cód.","","","","Comprar","","","Antes","USD",",00","Ahora","IVA inc.","En stock","En stock","","Cantidad","%","https://www.infinit.com.uy/imgs/productos/productos3_22451.jpg"
"1778255771-5","https://www.infinit.com.uy/catalogo/gamer/infinit/","12","Garantía: 1 AÑO / NUEVO","MPSTRGB","Mouse Gamer Perseo Sthenelus Rgb 6 Modos De Iluminacion 6 Botones","-8%","","8","PERSEO","13",",00","USD","Cód.","","","","Comprar","Destacado","","Antes","USD",",00","Ahora","IVA inc.","En stock","En stock","","Cantidad","%","https://www.infinit.com.uy/imgs/productos/productos1_22457.jpg"
"1778255771-6","https://www.infinit.com.uy/catalogo/gamer/infinit/","12","Garantía: 1 AÑO / NUEVO","MG08","Mousepad Marvo Scorpion Pro MG08 Iluminacion Rgb Usb 35 x 25cm","-8%","","8","MARVO","13",",00","USD","Cód.","","","","Comprar","Destacado","","Antes","USD",",00","Ahora","IVA inc.","En stock","En stock","","Cantidad","%","https://www.infinit.com.uy/imgs/productos/productos1_25548.jpg"
"1778255771-7","https://www.infinit.com.uy/catalogo/gamer/infinit/","14","Garantía: 1 AÑO / NUEVO","195991","Mouse Pad LOGITECH Studio Series Resistente A Salpicaduras Superficie De Poliester Reciclado y Base Antideslizante","","AZUL","","LOGITECH","0",",00","USD","Cód.","","Consultar","NEGRO","","","","Antes","USD",",00","Precio","IVA inc.","Agotado","Agotado","","","","https://www.infinit.com.uy/imgs/productos/productos3_20900.jpg"
"1778255771-8","https://www.infinit.com.uy/catalogo/gamer/infinit/","16","1 AÑO DE GARANTIA / NUEVO","4044951021567","Mouse Pad Gamer Sharkoon 1337 Gaming Rgb Talle L 35.9 x 27.9 x 0.3cm","-50%","","50","SHARKOON","32",",00","USD","Cód.","L","","Medida","Comprar","Destacado","","Antes","USD",",00","Ahora","IVA inc.","En stock","En stock","","Cantidad","%","https://www.infinit.com.uy/imgs/productos/productos3_8892.jpg"
"1778255771-9","https://www.infinit.com.uy/catalogo/gamer/infinit/","22","Garantía: 1 AÑO / NUEVO","4170","Mouse Gamer T-Dagger Imperial T-Tgm310w Rgb 7200Dpi 8 Botones","","BLANCO","","","0",",00","USD","Cód.","","","Color","Comprar","","","Antes","USD",",00","Precio","IVA inc.","En stock","En stock","","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_22978.jpg"
"1778255771-10","https://www.infinit.com.uy/catalogo/gamer/infinit/","22","Garantía: FUNCIONAL / NUEVO","I01610","Mouse Pad FANTECH MP903 Space Edition 90 x 40 x 4mm Gris Base Antideslizante","","GRIS","","FANTECH","0",",00","USD","Cód.","","","Color","Comprar","","","Antes","USD",",00","Precio","IVA inc.","En stock","En stock","","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_38337.jpg"
"1778255771-11","https://www.infinit.com.uy/catalogo/gamer/infinit/","22","Garantía: FUNCIONAL / NUEVO","I01861","Mouse Pad FANTECH MP903 Space Edition 90 x 40 x 4mm Negro Base Antideslizante","","NEGRO","","FANTECH","0",",00","USD","Cód.","","","Color","Comprar","","","Antes","USD",",00","Precio","IVA inc.","En stock","En stock","","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_38342.jpg"
"1778255771-12","https://www.infinit.com.uy/catalogo/gamer/infinit/","23","Garantía  Funcional  / Nuevo","MPCAO","Mouse Pad COUGAR Arena Black Gamer Xl 80cm x 30cm x 5mm","-8%","NEGRO","8","COUGAR","25",",00","USD","Cód.","","Consultar","Color","","","","Antes","USD",",00","Ahora","IVA inc.","Agotado","Agotado","","","%","https://www.infinit.com.uy/imgs/productos/productos3_15230.jpg"
"1778255771-13","https://www.infinit.com.uy/catalogo/gamer/infinit/","23","Garantía: 1 AÑO / NUEVO","BFXTTTER","Combo Mouse THERMALTAKE Talon Elite Rgb 3200 Dpi + Mouse Pad Dasher Mini","-41%","NEGRO","41","THERMALTAKE","39",",00","USD","Cód.","","","Color","Comprar","","","Antes","USD",",00","Ahora","IVA inc.","En stock","En stock","","Cantidad","%","https://www.infinit.com.uy/imgs/productos/productos3_15652.jpg"
"1778255771-14","https://www.infinit.com.uy/catalogo/gamer/infinit/","23","Garantía: 1 AÑO / NUEVO","MC0003","Mouse Gamer Optico Mad Catz The Authentic Rat 1+","","NEGRO","","MAD CATZ","0",",00","USD","Cód.","","","Color","Comprar","","","Antes","USD",",00","Precio","IVA inc.","En stock","En stock","","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_19812.jpg"
"1778255771-15","https://www.infinit.com.uy/catalogo/gamer/infinit/","23","Garantía: 2 AÑOS / NUEVO","BFXLSTR","Set De Conectores Compatibles Con ELGATO 10LAF9901 Light Strip","","BLANCO","","ELGATO","0",",00","USD","Cód.","","","Color","Comprar","Destacado","","Antes","USD",",00","Precio","IVA inc.","En stock","En stock","","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_32554.jpg"
"1778255771-16","https://www.infinit.com.uy/catalogo/gamer/infinit/","23","Garantía: 1 AÑO / NUEVO","BFXTTCHC","Combo Gamer Teclado y Mouse THERMALTAKE Challenger Esports Membrana 3200dpi CM-CHC-WLXXPL-US","","","","THERMALTAKE","0",",00","USD","Cód.","","","","Comprar","","","Antes","USD",",00","Precio","IVA inc.","En stock","En stock","","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_36760.jpg"
"1778255771-17","https://www.infinit.com.uy/catalogo/gamer/infinit/","25","Garantía: 1 AÑO / NUEVO","4044951029006","Mouse Gamer Sharkoon Light2 100 5000dpi Rgb 20grs Sensor PixArt 3325 6 Botones Programables Longitud de Cable 1.8m","-19%","NEGRO","19","SHARKOON","31",",00","USD","Cód.","","","Color","Comprar","Destacado","","Antes","USD",",00","Ahora","IVA inc.","En stock","En stock","","Cantidad","%","https://www.infinit.com.uy/imgs/productos/productos3_11776.jpg"
"1778255771-18","https://www.infinit.com.uy/catalogo/gamer/infinit/","25","Garantía: 1 AÑO / NUEVO","195995","Mouse Pad Logitech Studio Series Large Resistente A Salpicaduras Superficie De Poliester Reciclado y Base Antideslizante","","GRIS","","LOGITECH","0",",00","USD","Cód.","","","ROSA","Comprar","","","Antes","USD",",00","Precio","IVA inc.","En stock","En stock","","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_20910.jpg"
"1778255771-19","https://www.infinit.com.uy/catalogo/gamer/infinit/","28","3 Meses De Garantía / Nuevo","MOU204","Mouse Pad GENIUS GxPad 800S Xl Rgb Flexible","-13%","NEGRO","13","GENIUS","32",",00","USD","Cód.","","","Color","Comprar","","","Antes","USD",",00","Ahora","IVA inc.","En stock","En stock","","Cantidad","%","https://www.infinit.com.uy/imgs/productos/productos3_15302.jpg"
"1778255771-20","https://www.infinit.com.uy/catalogo/gamer/infinit/","29","6 Meses Garantía / Nuevo","PRV-CON224","Joystick Gamesir T4 Nova Lite Multi Plataforma Cableado e Inalámbrico Dorado","","","","GAMESIR","0",",80","USD","Cód.","","","","Comprar","","","Antes","USD",",00","Precio","IVA inc.","En stock","En stock","","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_38058.jpg"
"1778255771-21","https://www.infinit.com.uy/catalogo/gamer/infinit/","33","Garantía: 6 MESES / RECERTIFICADO","97855116876","Mouse Gamer LOGITECH G502 X 25600dpi Sensor Hero 25K Usb 2.0 Ref","-28%","NEGRO","28","LOGITECH G","46",",00","USD","Cód.","","","Color","Comprar","","","Antes","USD",",00","Ahora","IVA inc.","En stock","En stock","","Cantidad","%","https://www.infinit.com.uy/imgs/productos/productos3_29138.jpg"
"1778255771-22","https://www.infinit.com.uy/catalogo/gamer/infinit/","34","Garantía: 1 AÑO / NUEVO","4044951031085","Mouse Gamer Sharkoon Light2 180 Rgb 12000Dpi 63Grs Ultra Ligero 6 Botones Programables Longitud de Cable 1.8m","-28%","NEGRO","28","SHARKOON","47",",00","USD","Cód.","","","Color","Comprar","Destacado","","Antes","USD",",00","Ahora","IVA inc.","En stock","En stock","","Cantidad","%","https://www.infinit.com.uy/imgs/productos/productos3_18864.jpg"
"1778255771-23","https://www.infinit.com.uy/catalogo/gamer/infinit/","34","Garantía: 1 AÑO / NUEVO","195509","Joystick Gamepad Gamer LOGITECH F310 Cableado Usb Pc ChromeOs Android Tv","","","","LOGITECH G","34",",00","USD","Cód.","","Consultar","","","","","Antes","USD",",00","Precio","IVA inc.","Agotado","Agotado","","","","https://www.infinit.com.uy/imgs/productos/productos3_24882.jpg"
"1778255771-24","https://www.infinit.com.uy/catalogo/gamer/infinit/","34","Garantía: 6 MESES / OPEN BOX","97855137692","Mouse Gamer Logitech G305 Lightspeed Inalambrico 12000dpi Sensor Hero Para Pc y Consolas Ref","","NEGRO","","LOGITECH G","0",",00","USD","Cód.","","","Color","Comprar","","","Antes","USD",",00","Precio","IVA inc.","En stock","En stock","","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_29123.jpg"
"1778255771-25","https://www.infinit.com.uy/catalogo/gamer/infinit/","35","Garantía: 1 AÑO / NUEVO","167347","Auricular Gamer Trust Gxt 404B Rana Para Ps4 y Ps5","-3%","","3","TRUST","36",",00","USD","Cód.","","","","Comprar","","","Antes","USD",",00","Ahora","IVA inc.","En stock","En stock","","Cantidad","%","https://www.infinit.com.uy/imgs/productos/productos3_21009.jpg"
"1778255771-26","https://www.infinit.com.uy/catalogo/gamer/infinit/","36","Garantía: 1 AÑO / NUEVO","MPCNEON","Mouse Pad Gamer Cougar Neon Rgb Talle M 35x30cm","-5%","NEGRO","5","COUGAR","38",",00","USD","Cód.","","","Color","Comprar","","","Antes","USD",",00","Ahora","IVA inc.","En stock","En stock","","Cantidad","%","https://www.infinit.com.uy/imgs/productos/productos3_31599.jpg"
"1778255771-27","https://www.infinit.com.uy/catalogo/gamer/infinit/","37","Garantía: 3 MESES / NUEVO","VHUBRGBP","Kit 3 Fanes PERSEO Led Argb 120mm Hub 8 Puertos Con Control Remoto","","NEGRO","","PERSEO","37",",00","USD","Cód.","120MM","","Medida","Comprar","","","Antes","USD",",00","Precio","IVA inc.","En stock","En stock","Color","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_15353.jpg"
"1778255771-28","https://www.infinit.com.uy/catalogo/gamer/infinit/","37","Garantía: 1 AÑO / NUEVO","167500","Auricular Gamer Trust Gxt 415 Zirox Para Pc o Consolas Color Blanco","","BLANCO","","TRUST","0",",00","USD","Cód.","","","Color","Comprar","","","Antes","USD",",00","Precio","IVA inc.","En stock","En stock","","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_38405.jpg"
"1778255771-29","https://www.infinit.com.uy/catalogo/gamer/infinit/","38","Garantía: 1 AÑO / NUEVO","4044951021536","Mouse Gamer Sharkoon Skiller Sgm2 6400dpi Rgb Usb Negro","","NEGRO","","SHARKOON","31",",00","USD","Cód.","","","Color","Comprar","Destacado","","Antes","USD",",00","Ahora","IVA inc.","En stock","En stock","","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_7413.jpg"
"1778255771-30","https://www.infinit.com.uy/catalogo/gamer/infinit/","38","Garantía: 3 MESES / NUEVO","MOU141","Mousepad Genius Gx-P500 Led Rgb Gamer Anti Deslizamiento 25 cm x 35 cm x 1.2 cm","-16%","NEGRO","16","GENIUS","45",",00","USD","Cód.","","","Color","Comprar","Destacado","","Antes","USD",",00","Ahora","IVA inc.","En stock","En stock","","Cantidad","%","https://www.infinit.com.uy/imgs/productos/productos3_16512.jpg"
"1778255771-31","https://www.infinit.com.uy/catalogo/gamer/infinit/","40","Garantía: FUNCIONAL / NUEVO","I01600","Soporte Doble Para Monitor KALCO KLC-DW220 de 17 Hasta 27 Pulgadas","","","","","0",",00","USD","Cód.","","","","Comprar","","","Antes","USD",",00","Precio","IVA inc.","En stock","En stock","","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_37367.jpg"
"1778255771-32","https://www.infinit.com.uy/catalogo/gamer/infinit/","43","Garantía: 2 AÑOS / NUEVO","195748","Mouse Gamer LOGITECH G305 Lightspeed Inalambrico 12000dpi Sensor Hero Para Pc y Consolas","","","","LOGITECH G","43",",00","USD","Cód.","","","NEGRO","Comprar","","","Antes","USD",",00","Precio","IVA inc.","En stock","En stock","","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_20085.jpg"
"1778255771-33","https://www.infinit.com.uy/catalogo/gamer/infinit/","43","Garantía: 2 AÑOS / NUEVO","195886","Mouse Gamer LOGITECH G305 Lightspeed Inalambrico 12000dpi Sensor Hero Para Pc y Consolas","","AZUL","","LOGITECH G","0",",00","USD","Cód.","","","Color","Comprar","","","Antes","USD",",00","Precio","IVA inc.","En stock","En stock","","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_28277.jpg"
"1778255771-34","https://www.infinit.com.uy/catalogo/gamer/infinit/","43","Garantía: 2 AÑOS / NUEVO","195905","Mouse Gamer Logitech G305 Lightspeed Inalambrico 12000dpi Sensor Hero Para Pc y Consolas","-2%","LILA","2","LOGITECH G","44",",00","USD","Cód.","","","Color","Comprar","","","Antes","USD",",00","Ahora","IVA inc.","En stock","En stock","","Cantidad","%","https://www.infinit.com.uy/imgs/productos/productos3_28280.jpg"
"1778255771-35","https://www.infinit.com.uy/catalogo/gamer/infinit/","43","Garantía: 2 AÑOS / NUEVO","195964","Mouse Gamer LOGITECH G305 Lightspeed Inalambrico 12000dpi Sensor Hero Para Pc y Consolas","","VERDE","","LOGITECH G","0",",00","USD","Cód.","","","Color","Comprar","","","Antes","USD",",00","Precio","IVA inc.","En stock","En stock","","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_28286.jpg"
"1778255771-36","https://www.infinit.com.uy/catalogo/gamer/infinit/","44","Garantía: 6 MESES / RECERTIFICADO","97855166876","Mouse Gamer LOGITECH G502 25600dpi Sensor Hero 25K Usb 2.0 Ref","-10%","NEGRO","10","LOGITECH G","49",",00","USD","Cód.","","","Color","Comprar","","","Antes","USD",",00","Ahora","IVA inc.","En stock","En stock","","Cantidad","%","https://www.infinit.com.uy/imgs/productos/productos3_39710.jpg"
"1778255771-37","https://www.infinit.com.uy/catalogo/gamer/infinit/","47","1 AÑO / NUEVO","195452","Joystick Gamepad Gamer LOGITECH F710 Inalambrico Con Vibracion Analogo Para Pc Y Android Tv","-6%","GRIS","6","LOGITECH G","50",",00","USD","Cód.","","","Color","Comprar","","","Antes","USD",",00","Ahora","IVA inc.","En stock","En stock","","Cantidad","%","https://www.infinit.com.uy/imgs/productos/productos3_12347.jpg"
"1778255771-38","https://www.infinit.com.uy/catalogo/gamer/infinit/","49","Garantía: 3 MESES / RECERTIFICADO","KEY003","Teclado Gamer ATRIX GSKB01 Negro Mecánico","","NEGRO","","ATRIX","0",",00","USD","Cód.","","","Color","Comprar","","","Antes","USD",",00","Precio","IVA inc.","En stock","En stock","","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos1_39539.jpg"
"1778255771-39","https://www.infinit.com.uy/catalogo/gamer/infinit/","49","Garantía: 1 AÑO / NUEVO","BFXINN22","Soporte Brazo INNOGEAR WS065 Para WebCam LOGITECH BRIO 4K C920 C920S C922 C922x C925e C930 ELGATO Facecam Neo","","NEGRO","","","0",",00","USD","Cód.","","","Color","Comprar","","Nuevo","Antes","USD",",00","Precio","IVA inc.","En stock","En stock","","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos1_41289.jpg"
"1778255771-40","https://www.infinit.com.uy/catalogo/gamer/infinit/","50","Garantía: 1 AÑO / OPEN BOX","97855123039","Teclado Gamer LOGITECH G213 Prodigy Rgb Usb G Mech-Dome LightSync Resistente Al Agua Ref","-9%","NEGRO","9","LOGITECH G","55",",00","USD","Cód.","","","Color","Comprar","","","Antes","USD",",00","Ahora","IVA inc.","En stock","En stock","","Cantidad","%","https://www.infinit.com.uy/imgs/productos/productos3_29126.jpg"
"1778255771-41","https://www.infinit.com.uy/catalogo/gamer/infinit/","51","Garantía: 6 MESES / OPEN BOX","8886419332817","Mouse Gamer RAZER Basilisk X Hyperspeed Bluetooth Inalambrico 16000dpi 6 Botones Programables","-26%","NEGRO","26","RAZER","69",",00","USD","Cód.","","","Color","Comprar","","","Antes","USD",",00","Ahora","IVA inc.","En stock","En stock","","Cantidad","%","https://www.infinit.com.uy/imgs/productos/productos3_29006.jpg"
"1778255771-42","https://www.infinit.com.uy/catalogo/gamer/infinit/","52","Garantía: 1 AÑO / NUEVO","COMBIMMHAVC","Auriculares Gamer COUGAR Inmersa Ti Ex + Auricular HAVOC 3.5mm Negro","-9%","NEGRO","9","COUGAR","57",",00","USD","Cód.","","","Color","Comprar","","","Antes","USD",",00","Ahora","IVA inc.","En stock","En stock","","Cantidad","%","https://www.infinit.com.uy/imgs/productos/productos3_35106.jpg"
"1778255771-43","https://www.infinit.com.uy/catalogo/gamer/infinit/","53","Garantía: 2 AÑOS / NUEVO","192110","Mouse Gamer LOGITECH G502 Rgb 16000dpi Sensor Hero Usb","","NEGRO","","LOGITECH G","0",",00","USD","Cód.","","","Color","Comprar","","","Antes","USD",",00","Precio","IVA inc.","En stock","En stock","","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_7351.jpg"
"1778255771-44","https://www.infinit.com.uy/catalogo/gamer/infinit/","59","Garantía: 6 MESES / RECERTIFICADO","97855168856","Teclado Gamer Mecanico LOGITECH G413 TKL SE Tactile Teclas Romer-G","","","","LOGITECH","59",",00","USD","Cód.","","","","Comprar","","","Antes","USD",",00","Precio","IVA inc.","En stock","En stock","","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_38818.jpg"
"1778255771-45","https://www.infinit.com.uy/catalogo/gamer/infinit/","61","Garantía: 2 AÑOS DE GARANTIA / NUEVO","195823","Mouse Gamer LOGITECH G403 Prodigy Sensor Hero 12000dpi Usb Para PC y Consolas","","NEGRO","","LOGITECH G","58",",00","USD","Cód.","","","Color","Comprar","","","Antes","USD",",00","Ahora","IVA inc.","En stock","En stock","","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_9024.jpg"
"1778255771-46","https://www.infinit.com.uy/catalogo/gamer/infinit/","62","Garantía: 1 AÑO / NUEVO","HX1417","Auricular HYPERX CLOUD STINGER 2 CORE Audio Espacial DTS Para Sony PS4 PS5","-2%","BLANCO","2","HYPERX","63",",00","USD","Cód.","","Consultar","Color","","","","Antes","USD",",00","Ahora","IVA inc.","Agotado","Agotado","","","%","https://www.infinit.com.uy/imgs/productos/productos3_40429.jpg"
"1778255771-47","https://www.infinit.com.uy/catalogo/gamer/infinit/","63","Garantía: 1 AÑO / OPEN BOX","8886419348665","Teclado Gamer RAZER ORNATA V3 Rgb Híbrido","","NEGRO","","RAZER","62",",00","USD","Cód.","","","Color","Comprar","","","Antes","USD",",00","Ahora","IVA inc.","En stock","En stock","","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_37265.jpg"
"1778255771-48","https://www.infinit.com.uy/catalogo/gamer/infinit/","64","Garantía: 2 AÑOS / NUEVO","P192201","Palanca De Cambios LOGITECH Para Volante G29 G920 G923","-83%","","83","LOGITECH G","370",",00","USD","Cód.","","","NEGRO","Comprar","","","Antes","USD",",00","Ahora","IVA inc.","En stock","En stock","","Cantidad","%","https://www.infinit.com.uy/imgs/productos/productos3_8667.jpg"
"1778255771-49","https://www.infinit.com.uy/catalogo/gamer/infinit/","64","Garantía: 2 AÑOS / NUEVO","192354","Auriculares Gamer LOGITECH G335 981-000977 Para Pc Mac Ps4 Xbox Nintendo Switch Para Streaming","-14%","VERDE","14","LOGITECH G","74",",00","USD","Cód.","","","NEGRO","Comprar","","","Antes","USD",",00","Ahora","IVA inc.","En stock","En stock","","Cantidad","%","https://www.infinit.com.uy/imgs/productos/productos3_20024.jpg"
"1778255771-50","https://www.infinit.com.uy/catalogo/gamer/infinit/","65","Garantía: FUNCIONAL / NUEVO","SOP86","Soporte Gamer Doble Para Monitor Gaming Ldt63-c024g de 17 Hasta 32 Pulgadas","","NARANJA","","BRATECK","0",",00","USD","Cód.","","","Color","Comprar","","","Antes","USD",",00","Precio","IVA inc.","En stock","En stock","","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_27155.jpg"
"1778255771-51","https://www.infinit.com.uy/catalogo/gamer/infinit/","67","Garantía: 1 AÑO / NUEVO","HX1451","Auricular HYPERX CLOUD MINI Inalambricos Para PC, Consola Sony Ps4 Ps5, Xbox, Chrome, Movil y Nintendo Switch Blanco","","BLANCO","","HYPERX","0",",00","USD","Cód.","","","Color","Comprar","","","Antes","USD",",00","Precio","IVA inc.","En stock","En stock","","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_40365.jpg"
"1778255771-52","https://www.infinit.com.uy/catalogo/gamer/infinit/","67","Garantía: 1 AÑO / NUEVO","HX1452","Auricular HYPERX CLOUD MINI Inalambricos Para PC, Consola Sony Ps4 Ps5, Xbox, Chrome, Movil y Nintendo Switch Negro","","NEGRO","","HYPERX","0",",00","USD","Cód.","","","Color","Comprar","","","Antes","USD",",00","Precio","IVA inc.","En stock","En stock","","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_40370.jpg"
"1778255771-53","https://www.infinit.com.uy/catalogo/gamer/infinit/","68","Garantía: 1 AÑO / NUEVO","195055","Joystick LOGITECH Palanca De Mando Extreme 3D Pro","","NEGRO","","LOGITECH G","0",",00","USD","Cód.","","","Color","Comprar","","","Antes","USD",",00","Precio","IVA inc.","En stock","En stock","","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_24734.jpg"
"1778255771-54","https://www.infinit.com.uy/catalogo/gamer/infinit/","69","6 Meses Garantía / Nuevo","PRV-CON183","Joystick GameSir G7 SE Para Xbox y PC Blanco","","","","GAMESIR","0",",50","USD","Cód.","","","","Comprar","","","Antes","USD",",00","Precio","IVA inc.","En stock","En stock","","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_38018.jpg"
"1778255771-55","https://www.infinit.com.uy/catalogo/gamer/infinit/","70","Garantía: 1 AÑO / NUEVO","MC700MEVOES","Mouse Gamer COUGAR Evo Sports 700M BLANCO RGB Sensor PixArt PMW3389 16000Dpi 8 Botones","-4%","BLANCO","4","COUGAR","73",",00","USD","Cód.","","","Color","Comprar","","","Antes","USD",",00","Ahora","IVA inc.","En stock","En stock","","Cantidad","%","https://www.infinit.com.uy/imgs/productos/productos3_35112.jpg"
"1778255771-56","https://www.infinit.com.uy/catalogo/gamer/infinit/","71","Garantía: 1 AÑO / NUEVO","BFXR7SL","Teclado RK ROYAL KLUDGE RKR75 SkyCyan Silver Switch Rgb Usb-C","-9%","CYAN","9","RK ROYAL KLUDGE","78",",00","USD","Cód.","","Consultar","Color","","","","Antes","USD",",00","Ahora","IVA inc.","Agotado","Agotado","","","%","https://www.infinit.com.uy/imgs/productos/productos3_37283.jpg"
"1778255771-57","https://www.infinit.com.uy/catalogo/gamer/infinit/","72","Garantía: 2 AÑOS / NUEVO","BFXMINS","Mini Mount Soporte Escritorio Extensible y Ajustable ELGATO hasta 64 cm","-17%","","17","ELGATO","87",",00","USD","Cód.","","","","Comprar","","","Antes","USD",",00","Ahora","IVA inc.","En stock","En stock","","Cantidad","%","https://www.infinit.com.uy/imgs/productos/productos3_32575.jpg"
"1778255771-58","https://www.infinit.com.uy/catalogo/gamer/infinit/","72","Garantía: 1 AÑO / NUEVO","ACVM410","Auriculares Gamer COUGAR VM410 Estereo 3.5mm Negro","-4%","NEGRO","4","COUGAR","75",",00","USD","Cód.","","","Color","Comprar","","","Antes","USD",",00","Ahora","IVA inc.","En stock","En stock","","Cantidad","%","https://www.infinit.com.uy/imgs/productos/productos3_34600.jpg"
"1778255771-59","https://www.infinit.com.uy/catalogo/gamer/infinit/","72","Garantía: 1 AÑO / NUEVO","ACVM410XB","Auriculares Gamer COUGAR VM410 3.5mm Negro","-16%","NEGRO","16","COUGAR","86",",00","USD","Cód.","","","Color","Comprar","","","Antes","USD",",00","Ahora","IVA inc.","En stock","En stock","","Cantidad","%","https://www.infinit.com.uy/imgs/productos/productos3_35047.jpg"
"1778255771-60","https://www.infinit.com.uy/catalogo/gamer/infinit/","86","Garantía: 2 AÑOS / NUEVO","BFXEGS01","Stream Deck ELGATO Mini 6 Botones LCD Personalizables Streaming","-1%","NEGRO","1","ELGATO","87",",00","USD","Cód.","","","Color","Comprar","","","Antes","USD",",00","Ahora","IVA inc.","En stock","En stock","","Cantidad","%","https://www.infinit.com.uy/imgs/productos/productos3_25346.jpg"
"1778255771-61","https://www.infinit.com.uy/catalogo/gamer/infinit/","87","Garantía: 1 AÑO / NUEVO","BFXR91B","Teclado RK ROYAL KLUDGE RK918 White Brown Switch Rgb Usb-C","","BLANCO","","RK ROYAL KLUDGE","0",",00","USD","Cód.","","","Color","Comprar","","","Antes","USD",",00","Precio","IVA inc.","En stock","En stock","","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_37316.jpg"
"1778255771-62","https://www.infinit.com.uy/catalogo/gamer/infinit/","88","Garantía: 2 AÑOS / NUEVO","192131","Mouse Gamer Logitech G502 X 25600dpi Sensor Hero 25K Usb","-10%","BLANCO","10","LOGITECH G","98",",00","USD","Cód.","","","Color","Comprar","","","Antes","USD",",00","Ahora","IVA inc.","En stock","En stock","","Cantidad","%","https://www.infinit.com.uy/imgs/productos/productos3_24260.jpg"
"1778255771-63","https://www.infinit.com.uy/catalogo/gamer/infinit/","90","Garantía: 2 AÑOS / NUEVO","BFXEGUHST","Usb Hub ELGATO Para Stream Deck + 10GBN9901","","","","ELGATO","0",",00","USD","Cód.","","","","Comprar","","Nuevo","Antes","USD",",00","Precio","IVA inc.","En stock","En stock","","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_41209.jpg"
